seconds_elapsed,z,y,x
0.0,5.230872362279892,-8.292274779853225,0.2157015829063951
0.01,5.172870687666129,-8.327758760369399,0.2453844165574277
0.02,5.108109458744239,-8.366734857965657,0.2744212956338593
0.03,5.030985728446862,-8.412692601538408,0.29340088693996635
0.04,4.940403794391933,-8.46618216740428,0.29396360067285504
0.05,4.838908523088467,-8.525121035849423,0.27825574146967663
0.06,4.733826064363005,-8.584594174666856,0.25636199036770496
0.07,4.635442348134842,-8.63861907766523,0.23881546960233468
0.08,4.549223889684795,-8.684442282441218,0.23487531005036957
0.09,4.47167390337309,-8.724296961849452,0.2468654916556263
0.1,4.395873770713115,-8.761949878796813,0.2732313331379184
0.11,4.318644028135365,-8.79905490638325,0.3098820452329406
0.12,4.241618953905728,-8.834849425854213,0.35234925532204026
0.13,4.170510993043995,-8.866837949409096,0.3950536968612803
0.14,4.109977410435811,-8.893104785443267,0.4368967514845893
0.15,4.06406836162747,-8.912330601831949,0.4731921073363412
0.16,4.036465321006925,-8.923599015041036,0.4966433397082791
0.17,4.030865059469001,-8.92564502857955,0.5053285531106102
0.18,4.0462453323681675,-8.9187442001837,0.504253220269173
0.19,4.0733041488182815,-8.90663172723443,0.5004256781685452
0.2,4.098858922126537,-8.895164025885299,0.4957335442119322
0.21,4.115840701428128,-8.887490912558437,0.49267791332344246
0.22,4.121461680738018,-8.884854122032696,0.4932642817488594
0.23,4.117377122588188,-8.886672731476747,0.4946102518304864
0.24,4.110671282746953,-8.88989837309278,0.4924246067092772
0.25,4.111521540820724,-8.889676601869136,0.48930591863826534
0.26,4.123965960443911,-8.88375009901665,0.49218601490488817
0.27,4.145761003561426,-8.873230053801592,0.49879086126248645
0.28,4.170846098162469,-8.861200201954572,0.5034863418631496
0.29,4.197935009856137,-8.848406987025271,0.5033409666651949
0.3,4.2299360036709555,-8.833439436330613,0.4982504083448543
0.31,4.269812326288832,-8.814957142567206,0.4851884108507133
0.32,4.316460158567991,-8.79340887682515,0.4628350274242025
0.33,4.366116996358287,-8.770289890767053,0.4347746592457042
0.34,4.417333869604679,-8.745920924682983,0.40744739828577875
0.35,4.4691536932925615,-8.72074749122833,0.38106448072102805
0.36,4.521525062883573,-8.694888144604976,0.3531068470493383
0.37,4.577074492529675,-8.666886049412046,0.324555909986357
0.38,4.637853806141713,-8.635479902429948,0.29760141822703956
0.39,4.705161529238346,-8.599887613879126,0.27019491868998546
0.4,4.779202165052799,-8.559838255964431,0.24048353158045985
0.41,4.860472755218923,-8.51474897285132,0.2099451164030606
0.42,4.947100314570303,-8.465328722949678,0.18293469937646892
0.43,5.0344465483963114,-8.414135687947393,0.16035307997271117
0.44,5.11586023887001,-8.36532197352495,0.13623612026398707
0.45,5.18471833822208,-8.323275761493317,0.10600292252775001
0.46,5.239212910300743,-8.289469535641809,0.07109240017944236
0.47,5.285987636851739,-8.259960318667844,0.03455086253124832
0.48,5.334885001407234,-8.228530831000592,-0.0020479318252004906
0.49,5.392513366675747,-8.190760889968548,-0.04126411853021627
0.5,5.461658364173151,-8.144457120872728,-0.08470827564657202
0.51,5.543011245793519,-8.088734153116409,-0.1268244730753325
0.52,5.633523665161522,-8.025304203248368,-0.1621552760463767
0.53,5.723400986964617,-7.960778376593499,-0.19274799554023708
0.54,5.8038016765056994,-7.901589682079546,-0.22270672003684547
0.55,5.8737655850509976,-7.848885631224121,-0.2510717015463294
0.56,5.929918173888563,-7.805564628968665,-0.2806697916497788
0.57,5.971444514333813,-7.772545420826664,-0.31495464821577623
0.58,6.006632588824272,-7.743810854425171,-0.3515814992930486
0.59,6.042604313829941,-7.7141122452782005,-0.3863156948004331
0.6,6.080539059430354,-7.682422053167731,-0.42096229110388916
0.61,6.114717605487412,-7.653192591296711,-0.4568606220236139
0.62,6.137172868191887,-7.632856418184256,-0.4946007209461084
0.63,6.145871356497577,-7.623298307220743,-0.532644729939831
0.64,6.139829267704003,-7.625496469713616,-0.5695983122473989
0.65,6.12587411286919,-7.6338931298589765,-0.6061745928892475
0.66,6.1144272019672465,-7.64020328574384,-0.6412704313475792
0.67,6.113530235482163,-7.638212618879155,-0.6728085083122325
0.68,6.120835076279246,-7.629776348063721,-0.7015054364677931
0.69,6.126201403273368,-7.622090503872619,-0.7372283300977521
0.7,6.125900259789694,-7.617475113413067,-0.7856958625237197
0.71,6.125911455371241,-7.611767414683446,-0.8390781656479585
0.72,6.1285060330724646,-7.604823580752344,-0.8821317847047875
0.73,6.131314315654898,-7.599611373532445,-0.9073009626597609
0.74,6.132168933960165,-7.59808653050787,-0.9143127039518087
0.75,6.128403311567537,-7.602511156078309,-0.9026764529944995
0.76,6.12274187777717,-7.610412567838535,-0.8739594880830784
0.77,6.12201754226638,-7.6155002132659835,-0.8337182369200912
0.78,6.132638237211719,-7.611768870270948,-0.7884491041810892
0.79,6.158299072621822,-7.595466464008712,-0.7443141902758037
0.8,6.19611128281035,-7.568684448454688,-0.7019694251027084
0.81,6.238888805636405,-7.537090712165577,-0.6618286832944286
0.82,6.282527226941341,-7.504013202909711,-0.623808058150573
0.83,6.326235246721868,-7.470218610719299,-0.5865746249093315
0.84,6.371353823441967,-7.434660191991694,-0.5487039860985825
0.85,6.418107917196076,-7.397152757057458,-0.5092397165229339
