seconds_elapsed,z,y,x
0.0,-0.5991668701171875,-0.778228759765625,-0.107940673828125
0.01,-0.5799694843378186,-0.9678621851558087,-0.1145743762415357
0.02,-0.33695035189393235,-0.5575316011706785,-0.04327862585949539
0.03,-0.6787465047924027,-0.6593099206565531,-0.0724466651528206
0.04,-0.6378794871917355,-0.3392911061657607,-0.20906757828906186
0.05,-0.9404933866576523,-0.5073957433882698,-0.32895732847455444
0.06,-1.1824879634139303,-0.858952338353581,-0.2593008677164632
0.07,-0.8864640605091274,-0.6143619580856782,-0.07891452211606631
0.08,-1.2124785306607242,-0.2673886408694207,0.032128382603917476
0.09,-0.9765524776606157,-0.548777822077015,-0.14185492650633547
0.1,-0.8371170014757112,-0.6237392268368749,-0.17614550082524727
0.11,-0.612253975181189,-0.7835658426009993,-0.2102955587212816
0.12,-0.4306654500708763,-0.7309546647456364,-0.26329155484672273
0.13,-0.3693595413931027,-0.6934003759784795,-0.16458286767056146
0.14,-0.5300355297176353,-0.6458771757829727,-0.08121532240357596
0.15,-0.9160297798423522,-0.6032907779957898,-0.13077980551377905
0.16,-0.7451910228852857,-0.5939121538221681,-0.09476470722739662
0.17,-0.9763291227787086,-0.47180023851971,-0.11250928759410833
0.18,-1.070876610006611,-0.1754644029592431,-0.1740735983177302
0.19,-1.2147522238345303,-0.6231342496791378,-0.18431208735707452
0.2,-0.9957713316935543,-0.35639751909113854,-0.049778888826359106
0.21,-0.9770329598704937,-0.7119831162292213,0.03869839137457223
0.22,-0.7545645116754072,-0.47774115164464154,0.07262558438438997
0.23,-0.6739031726730224,-0.7603398361630939,-0.08058346184184627
0.24,-0.628575311470153,-0.35426163552364864,-0.07190836089582754
0.25,-0.5918158579274647,-0.3200778837691883,-0.06838492905599586
0.26,-0.9881915338885584,-0.8177746643102445,-0.12778110964428885
0.27,-1.000850332060474,-0.3418268611477248,-0.06123262530955237
0.28,-1.200261029513032,-0.6642043713745901,0.01056025071788936
0.29,-1.0849367702664472,-0.33900533836684055,0.17664832687153328
0.3,-0.9947656212728747,-0.48978582699905293,0.1377061043436839
0.31,-0.8062025054847288,-0.7213097823608712,-0.009527357227561307
0.32,-0.46496130229475263,-0.68061285380779,-0.08451859953533784
0.33,-0.4534769048872291,-0.42736279489667967,-0.10075786381767286
0.34,-0.4914293923470663,-0.44283634161094243,-0.2848906806106103
0.35,-0.6539002362947703,-0.6850986753886229,-0.31330320819678975
0.36,-0.8909547431277025,-0.6544390735615961,-0.09123263211951542
0.37,-1.0853640162347211,-0.4836310917433173,0.03400584688414005
0.38,-1.309635290333364,-0.3891883836626121,0.03263739125036947
0.39,-1.1548576705811042,-0.37998221261160275,0.006821659165318683
0.4,-1.0065704841157272,-0.4850432523353585,-0.05119118326571121
0.41,-0.8123831272265296,-0.4060664596564617,-0.19864377710685704
0.42,-0.633117889455188,-0.21086742841943698,-0.28550302446742243
0.43,-0.5948590028015533,-0.6844743870139077,-0.27840140318739603
0.44,-0.6156323414024748,-1.0775677428564492,-0.1326597833811081
0.45,-0.5974660586901493,-0.8871426299917944,0.05653651159720265
0.46,-0.6328274564051105,-0.6458435863204478,0.0642672445595504
0.47,-0.7665448504303013,-0.5086359057821904,0.0031707564582354433
0.48,-0.6942986422293973,-0.38336863002285027,-0.05216444111674127
0.49,-1.0462215675714208,-0.5284568112090876,-0.17668403330790744
0.5,-1.1924772608007599,-0.3202024426582539,-0.2520838909924278
0.51,-1.2836542261675643,-0.8107918079248203,-0.19624226927938654
0.52,-1.0667315829798691,-0.7018726839840553,0.125219057325249
0.53,-0.6256986426020789,-0.6971646898411197,0.2397373111989149
0.54,-0.47415743763572693,-0.5057142771140568,0.2006160134462442
0.55,-0.3905804732734174,-0.44836317172177786,0.026689940585871434
0.56,-0.6687169044139907,-1.015771530178304,-0.21980892463551016
0.57,-0.6517014255207926,-0.8408741334579531,-0.25590895605408875
0.58,-0.38859973917481483,-0.7183864354111084,-0.1945426917156504
0.59,-0.5048016694218981,-0.49985717548906844,0.02557666584437736
0.6,-1.1799682278859667,-0.3504353762052951,0.08592938238860304
0.61,-1.6687234454035174,-0.5215411564062717,-0.03901484617494312
0.62,-1.4288301358207713,-0.5629898300674179,0.07178194342716154
0.63,-1.045780843972092,-0.56543789824411,0.13815199018765573
0.64,-0.667878367794707,-0.53130549347955,-0.06459997849580784
0.65,-0.7852320540442701,-0.34834036478913233,-0.152134040547526
0.66,-0.5144090896397939,-0.5106415383165672,-0.16081575546677343
0.67,-0.48767527118920734,-0.5503178749107913,-0.09232589749746596
0.68,-0.6150628871672127,-0.6627480717979852,-0.1251727321117223
0.69,-0.6352080789852519,-0.7066184198916304,-0.0819484624990951
0.7,-0.8766113759478398,-0.40763122706777655,-0.01479390472217962
0.71,-1.2714870285885622,-0.34828020218615907,-0.0833697143030764
0.72,-1.0296436924001742,-0.38429400922915197,-0.10011309054787658
0.73,-1.0264651263464981,-0.4467549163947863,-0.054976398043205484
0.74,-1.0112704946746418,-0.40500325427518447,-0.07133371198253961
0.75,-0.8814954713485803,-0.4959000013621504,-0.09202320802876802
0.76,-0.7484802044015569,-0.6776046069979502,-0.11874463444469188
0.77,-0.580118197423254,-0.743881786513051,-0.13573006638527188
0.78,-0.5794220154070522,-0.6277744276840737,-0.14614365999279297
0.79,-0.5835491185285183,-0.3968735414855045,-0.2282850717780174
0.8,-0.8020487567239701,-0.33430175294764924,-0.24996397915389373
0.81,-1.0047207363719937,-0.4770472865880334,-0.09311609436346971
0.82,-1.1245386804970046,-0.6722183442714958,0.030572625399367965
0.83,-1.2464306083895547,-0.9004869897992945,0.017183612399461756
0.84,-1.0833114745645076,-0.47250912383908894,0.040738500692154934
0.85,-0.7793476439552628,-0.1912156586427445,-0.011472118693973727
0.86,-0.6398505204654903,-0.5368463859870725,-0.13019975327390793
0.87,-0.5653145056461144,-0.9536246205630293,-0.19406330077958053
0.88,-0.42885814882973744,-0.9378572688402227,-0.15146683015083653
0.89,-0.5680230769320623,-0.4092135478145024,0.00683078026355594
0.9,-0.9080271933138679,-0.32871609236991073,-0.01080456236110562
0.91,-1.0293342473578408,-0.6013701193609094,-0.10433545785252592
0.92,-1.1075627232591954,-0.7172241689938095,-0.08818869435809071
0.93,-0.9881494951672655,-0.6356974612434937,-0.10195810168625721
0.94,-1.0740916217404004,-0.324521719010458,-0.1108582272696242
0.95,-0.9435929168737018,-0.27248908819955153,-0.16763316965206151
0.96,-0.7541476775355836,-0.5832566589317677,-0.17948095905203632
0.97,-0.6609338445969694,-0.8875006389732529,-0.16904111769605548
0.98,-0.36719241773547184,-0.8401147291636466,-0.1430653703857618
0.99,-0.2142966025152047,-0.5794916787239494,-0.060313536322337095
1.0,-0.5214360992226367,-0.38942119923492513,-0.08012885790088616
1.01,-0.9382365827865932,-0.6340416425835622,-0.23628326224417076
1.02,-0.9577889477529492,-0.7843075174702034,-0.2895614809649864
1.03,-1.067619659592228,-0.5287179447550618,-0.16208026673149095
1.04,-1.2777597387327673,-0.2836612452940652,-0.11607670498661025
1.05,-1.235614217541518,-0.3255399360080286,-0.16470680176942606
1.06,-1.0712958532897998,-0.7077306429732317,-0.1339013210249445
1.07,-0.7976257873626666,-0.8717914824658881,-0.032220209505366824
1.08,-0.5095931111725569,-0.7638851717357074,-0.05629653436706196
1.09,-0.2681083102915711,-0.5765777656745228,-0.14036555717757151
1.1,-0.12692076630842622,-0.4207789806705187,-0.1424257930690506
1.11,-0.49036445234057097,-0.6415515367266106,-0.11819582488392127
1.12,-1.0932806066281469,-0.8036007476082193,-0.09265264099851571
1.13,-1.1543924939007797,-0.7708197375337261,-0.017673579996785652
1.14,-1.0431159889321493,-0.36312957967241904,0.17660695196297405
1.15,-1.1002213218590888,-0.15050158586624335,0.18549313262810202
1.16,-1.0515913311059908,-0.3025230169500876,-0.012058166457494293
1.17,-1.080341229184426,-0.39875165330054985,-0.1409082053703188
1.18,-0.9408317417730857,-0.544812256901163,-0.19674020489922148
1.19,-0.7522492718411244,-0.7722198953342273,-0.12783409292285644
1.2,-0.5329776690189192,-0.6337727524517529,0.02556578184173791
1.21,-0.41192674815764396,-0.4950760289980985,0.04753495731505771
1.22,-0.7305380791478377,-0.5079693673567743,-0.08675785524975788
1.23,-0.9383468562441462,-0.6104604434557562,-0.22998219764283115
1.24,-0.9284134854142029,-0.5264747264878049,-0.17948917503425577
1.25,-1.1245122075282707,-0.5987689555845007,-0.08137160630998153
1.26,-1.1292491581291573,-0.7016971252093944,0.015172214818662011
1.27,-0.9565752256564423,-0.45332041099208287,0.198450469821022
1.28,-0.773337349953072,-0.3506331882909526,0.21382204356331824
1.29,-0.7135530737116718,-0.4388443986317619,-0.04212397717018312
1.3,-0.6861018687296485,-0.7362191102858963,-0.31065241333596233
1.31,-0.5570115259120682,-0.8224908863536777,-0.36578872228617965
1.32,-0.5212339844105044,-0.5268208197498503,-0.26013787774594654
1.33,-0.677414102836854,-0.40071334749057036,-0.13744909500921246
1.34,-0.8914256263232302,-0.5495701699224664,-0.06375243504452635
1.35,-0.979386242251584,-0.7037405192765571,0.03157422559935767
1.36,-0.9689791408274027,-0.5385750818053735,0.07819009892695494
1.37,-1.1271495508497695,-0.19729049200633736,-0.08856350556529416
1.38,-1.2217139734657518,-0.3068656168270699,-0.30364889756512736
1.39,-1.1025615108104652,-0.6938285877218375,-0.31806617626614136
1.4,-0.8455427024555692,-0.8660807937818499,-0.15552654179817957
1.41,-0.5238041589108616,-0.6969356576160941,-0.0061633857510666286
1.42,-0.3751349812501193,-0.29731353965585977,0.07825677905617752
1.43,-0.4170613978227668,-0.3828155224205006,0.018638627491772114
1.44,-0.7121318558459664,-0.8684555804020521,-0.13065194153917364
1.45,-0.936580484682729,-0.8982636885754014,-0.14721508432181185
1.46,-0.9368381955388301,-0.6417562325464259,-0.06416466708859014
1.47,-1.0323915315043624,-0.32274963314546795,0.04313933627145968
1.48,-1.0886428680330247,-0.24442751538126445,0.058577465126987624
1.49,-1.177255235925751,-0.6729081369630032,-0.02179415367776171
