seconds_elapsed,z,y,x
0.0,-2.671112060546875,-0.404876708984375,-0.3578338623046875
0.01,-2.034875888835688,-1.1349620613276974,-0.7353597023171733
0.02,-2.028783465809527,-0.5887867800360735,0.2735289726495192
0.03,-0.38996833914290846,-0.17538608134484934,-0.014514288747315026
0.04,-0.4505006521852212,-0.35145121067923796,-0.608466308725547
0.05,-0.5639172053135463,0.12491797764726124,-0.37676729303678247
0.06,-1.1241457042775787,-0.38430613991947815,-0.7522073714151476
0.07,-1.1905622963159967,-1.2999339853053853,-1.331439647483782
0.08,-0.8075820570349196,-1.9173313183531113,-0.42080010969277126
0.09,0.949195778359142,-0.8734295992019501,0.21619785263550487
0.1,2.348263198038812,0.6245546832338997,0.4459440776513817
0.11,-0.06177325414264125,0.540313829972686,0.4248346392727453
0.12,-3.3575086183869507,-1.3266727386887167,-1.3517084284485315
0.13,-1.4018410440958053,-1.933799245005482,-1.419745381237011
0.14,-0.4032476533285546,-0.6165209636386584,0.5111124931718855
0.15,0.03084530323452873,0.9032310163076613,-0.01412000589462547
0.16,-2.316976163170836,-0.11424736743101285,-0.9308296194445331
0.17,-1.9413810957319635,-0.027473482450812492,-0.8799665747387662
0.18,-1.5997863696187449,-1.2206233422942794,0.017619461364843592
0.19,-0.7317192185412409,-1.543642113670698,0.3764903323193099
0.2,1.434964423533695,0.08723836827882851,-0.10571164026652285
0.21,1.92355463211568,0.14771873226208151,-0.45439230352291254
0.22,1.328898144909651,-0.2705917493113642,-0.5967545265165975
0.23,1.167080809421262,-0.8784741361819026,-1.0922116883390005
0.24,-0.6309093365324768,-0.6818637859127167,-0.6670479687471336
0.25,-3.7979213263197362,-2.585062523052031,-0.8215413629754337
0.26,-3.8380620854066803,-1.1960035541349439,0.48022798358383345
0.27,-2.2988075905975034,0.48503568318873874,0.4145316261858803
0.28,-3.3312149979641017,-0.3192397101340674,0.41171843252020224
0.29,-0.2653194226716596,1.4186056036700347,0.24510514108770615
0.3,-0.31806425823163176,-0.05987905346777092,-0.6561387771802141
0.31,-0.1647986537722823,-0.6726110987593574,-1.4063809476022475
0.32,0.4639185779040127,-0.25801755604592996,-1.359477914404496
0.33,0.7875522705581075,-1.282476419557735,-0.5501119783164694
0.34,0.6219986629896413,-1.7203093737726343,-0.15372594144582882
0.35,-0.016472700774727952,-1.3252991178409865,0.30922536598094785
0.36,0.15127691157010556,-1.389125042624371,0.7926550512105455
0.37,1.0645669536501643,0.011109677612873941,1.0095845427093177
