time,seconds_elapsed,z,y,x
1789315930899277600,0.055277587890625,9.364321243286133,2.391657820892334,-0.3790320503234863
1789315930909310500,0.065310546875,9.296834683990477,2.485929511260986,-0.1301847152709961
1789315930919344600,0.0753447265625,9.27079774093628,2.634669289398193,0.14320318679809568
1789315930929378600,0.085378662109375,9.290699542236327,2.781014865875244,0.43948564224243164
1789315930939411700,0.09541162109375,9.287856427764892,2.907458641052246,0.7089829666137695
1789315930949445400,0.1054453125,9.119963036346435,3.028665100097656,1.1640309196472167
1789315930959479600,0.1154794921875,8.977657675170898,3.2746693206787105,1.7932570434570312
1789315930969512700,0.1255126953125,9.060556907653808,3.5927988662719725,2.1990742248535153
1789315930979546600,0.135546630859375,9.220369868469238,3.6866216438293455,2.5034371109008786
1789315930989580500,0.14558056640625,9.409960712432861,3.510797459411621,2.5644892532348633
1789315930999613400,0.155613525390625,9.529820433044433,3.1699229980468746,2.3796868125915527
1789315931009647600,0.165647705078125,9.611073651885986,2.7035025871276854,2.089389861297607
1789315931019681800,0.175681884765625,9.682750064086914,2.263418394470215,1.7488146751403808
1789315931029715500,0.185715576171875,9.676016371917724,1.9291279876708982,1.4899416206359863
1789315931039748600,0.19574853515625,9.613767128753661,1.7904139289855956,1.3108254089355469
1789315931049782500,0.205782470703125,9.485976615142821,1.924938134765625,1.2319663917541503
1789315931059816700,0.215816650390625,9.27603505706787,2.255188326263428,1.1361983253479002
1789315931069849600,0.225849609375,8.94443812713623,2.606088507080078,1.1424831047058104
1789315931079883500,0.235883544921875,8.640224878692626,2.9110499435424804,1.2867337547302244
1789315931089917700,0.245917724609375,8.632742998504638,3.1364041748046874,1.3181576515197753
1789315931099950600,0.25595068359375,8.879345769500732,3.2453403503417966,1.0037690460205078
1789315931109984500,0.265984619140625,9.047688073730468,3.271227655792236,0.8683470146179199
1789315931120018400,0.276018310546875,9.04634133529663,3.2703298301696777,1.1043255157470702
1789315931130051600,0.286051513671875,9.062352558898926,3.3343747245788573,1.1602899795532227
1789315931140085800,0.296085693359375,9.087042763519287,3.453186981964111,1.0283096130371092
1789315931150119400,0.306119384765625,9.121309774780272,3.5359365768432616,0.9509469718933105
1789315931160152600,0.316152587890625,9.082553635406494,3.527856146240234,0.9204209007263183
1789315931170186500,0.3261865234375,9.035567427825928,3.431339891815185,0.7362170104980469
1789315931180220700,0.336220703125,9.030779024505614,3.303399740600586,0.4242226066589355
1789315931190253600,0.346253662109375,8.863484183502196,3.23052622756958,-0.11956044540405272
1789315931200287500,0.35628759765625,8.548048114776611,2.813635863494873,-0.011222820281982421
1789315931210321700,0.36632177734375,8.157793244171142,2.5068787757873534,0.27293898925781246
1789315931220354600,0.3763544921875,7.996633544921875,2.523787825012207,0.3450643142700195
1789315931230388700,0.386388671875,8.268225795745849,2.8871079269409177,0.4703109886169433
1789315931240422400,0.39642236328125,8.910620028686523,3.1296704826354977,0.39324762268066404
1789315931250455600,0.40645556640625,9.401880281829833,3.0979473106384274,0.14110826034545898
1789315931260489700,0.41648974609375,9.565583820343017,3.084779201507568,-0.1967734489440918
1789315931270523600,0.426523681640625,9.763255094909667,2.9602807151794432,0.841412245941162
1789315931280557600,0.4365576171875,10.945541802215576,3.35816710357666,6.368576416015625
1789315931290590500,0.446590576171875,9.42253027114868,5.208436074066162,4.755931960296631
1789315931300624600,0.456624755859375,7.34855308303833,5.870432833099365,2.984073094177246
1789315931310658800,0.466658935546875,6.228365981292725,4.919485861206055,0.6545148788452148
1789315931320691700,0.476691650390625,7.095515895080566,3.7825393478393554,0.01915361328125
1789315931330725600,0.4867255859375,7.864204265594482,3.587561550140381,0.17836802368164062
1789315931340759600,0.496759521484375,8.118438554382324,3.6074633514404293,0.3661632164001465
1789315931350792700,0.506792724609375,8.160486721038819,3.6783915756225585,0.5927145484924317
1789315931360826400,0.516826416015625,8.021323749542235,3.617339433288574,1.2144587921142578
1789315931370860500,0.526860595703125,7.518242125701904,3.3188124137878416,2.184110464477539
1789315931380893700,0.536893798828125,3.70263286743164,3.076549133300781,4.027346467590331
1789315931390927600,0.546927734375,3.2224457969665528,3.905242182922363,4.849754737854004
1789315931400961500,0.55696142578125,7.906701345062255,5.109226342773437,4.7292964668273925
1789315931410994400,0.566994384765625,10.896311030578612,5.368398672485351,6.302885507965088
1789315931421028600,0.577028564453125,12.400168948364257,5.256020832061767,5.646574977874756
1789315931431062800,0.587062744140625,11.600804869079589,5.142745166015625,1.9256863227844236
1789315931441095700,0.597095703125,9.96601404800415,4.73094248046875,1.5625158584594725
1789315931451129600,0.607129638671875,9.906009368896484,4.158877921295166,3.0404864707946775
1789315931461163500,0.61716357421875,9.192537274169922,3.9564182434082027,2.4166473007202147
1789315931471196700,0.62719677734375,7.659649661254883,3.6127006675720215,0.4085106582641601
1789315931481230600,0.637230712890625,7.162254266357421,2.9607296279907227,1.4835072036743162
1789315931491264500,0.647264404296875,7.268197689819336,2.8725930793762204,2.704550050354004
1789315931501297700,0.657297607421875,7.521085240173339,3.078644059753418,2.952499559783935
1789315931511331600,0.66733154296875,8.490287999725341,3.2517747673034667,3.151218297576904
1789315931521365800,0.67736572265625,9.501538925933838,3.597587269592285,3.1159038230895995
1789315931531398700,0.687398681640625,10.82239005432129,3.7454292221069334,3.444358363342285
1789315931541432600,0.6974326171875,11.223718107604979,4.376301359558105,3.2881367050170898
1789315931551466800,0.707466796875,9.795127904510498,5.144241542053222,2.73268191986084
1789315931561499600,0.717499755859375,8.53607710647583,5.33068999633789,2.776376100158691
1789315931571533600,0.727533447265625,7.874080347442627,5.034257903289794,2.7027543991088865
1789315931581567500,0.7375673828125,7.630919241333007,4.374954621124267,2.775328636932373
1789315931591600600,0.7476005859375,8.141183470153807,3.545214108276367,2.7578210372924805
1789315931601634600,0.757634521484375,8.816348338317871,2.793584424591064,2.680009483337402
1789315931611668500,0.76766845703125,8.522160809326172,3.1133599838256836,2.517503045654297
1789315931621702700,0.77770263671875,8.437465925598143,4.157830458068847,1.9033903198242186
1789315931631735600,0.787735595703125,8.141632382965087,4.798728314971924,2.271648462677002
1789315931641769700,0.797769775390625,7.640047135162353,4.560954162597656,3.226486012268066
1789315931651803400,0.807803466796875,8.429235857391356,4.028094655609131,3.5440170074462887
1789315931661836500,0.81783642578125,9.064597122955321,3.8605005393981933,3.67090969543457
1789315931671870700,0.82787060546875,9.605686698150635,3.923946883392334,3.7749078300476073
1789315931681904600,0.837904541015625,9.910498497009277,4.0830116561889644,2.9652187561035155
1789315931691937800,0.847937744140625,9.520991814422606,4.509029914093017,2.6213515426635743
1789315931701971500,0.857971435546875,8.659378491973877,4.401590114593506,2.814084776306152
1789315931712005600,0.868005615234375,7.606827587127685,3.312228359222412,2.448370472717285
1789315931722038500,0.87803857421875,6.789058082580566,3.283497939300537,2.346167989349365
1789315931732072700,0.88807275390625,7.012616662597656,3.699041564941406,2.7168203338623047
1789315931742106600,0.898106689453125,8.500612994384765,3.9428012214660644,3.4843116035461423
1789315931752139500,0.908139404296875,9.384073406982422,3.8585552505493164,3.611503566741943
1789315931762173700,0.918173583984375,9.559747953796386,3.843890765380859,2.6892870147705077
1789315931772207600,0.92820751953125,9.271246653747559,3.8256349777221677,2.337189733123779
1789315931782240500,0.938240478515625,8.82308203048706,3.481468489074707,2.5809493896484375
1789315931792274400,0.9482744140625,8.251466384124756,2.605938869476318,3.116352735900879
1789315931802308600,0.95830859375,8.192509168243408,1.0205284576416016,3.0430303100585934
1789315931812341800,0.968341796875,9.511415007781983,0.6434416961669921,3.8953661010742184
1789315931822375400,0.97837548828125,11.52374150314331,3.0850784767150876,4.017769660949707
1789315931832409600,0.98840966796875,9.980528895568847,7.631966704559326,1.6373346603393553
1789315931842442500,0.9984423828125,6.8782420944213865,6.115389590454101,1.3925275405883788
1789315931852476700,1.0084765625,7.404218271636963,3.686920919036865,2.0130746833801267
1789315931862510600,1.018510498046875,8.754548007965088,1.9384055191040037,3.736151690673828
1789315931872543500,1.02854345703125,9.479542198181152,1.0691606788635253,3.765480661010742
1789315931882577700,1.03857763671875,10.133009613800048,1.215506255340576,2.3132477165222167
1789315931892611600,1.048611572265625,10.816404550170898,1.4969745880126952,1.2970587493896484
1789315931902644700,1.058644775390625,11.228805786132812,1.4251485382080078,0.8913912055969238
1789315931912678400,1.068678466796875,10.53433766708374,0.7779659019470214,0.556053335571289
1789315931922712600,1.078712646484375,7.928099522399902,-0.3022679595947265,-0.3066074501037597
1789315931932745700,1.088745849609375,6.340444546508789,-0.5659294174194336,1.393724641418457
1789315931942779600,1.098779541015625,8.730755628967284,-0.524779076385498,4.02210915145874
1789315931952813600,1.1088134765625,9.140014475250243,-1.3829507339477538,5.391891776275634
1789315931962847700,1.11884765625,7.906701345062255,-0.14200608596801756,4.93534744720459
1789315931972880600,1.128880615234375,8.495824591064453,2.060210528564453,4.019565312194824
1789315931982914600,1.13891455078125,8.500313719177246,2.934094134521484,4.779873976898193
1789315931992948500,1.148948486328125,7.88425570449829,0.5363011718749999,1.8929156875610351
1789315932002981600,1.158981689453125,8.127716085815429,-1.8363526733398436,-0.40357261734008787
1789315932013015600,1.169015625,7.659350386047363,-3.027168724060058,0.9496002334594726
1789315932023049500,1.179049560546875,8.531288703155518,-4.42388611755371,2.8871079269409177
1789315932033082400,1.189082275390625,7.336282799530029,-6.761674401092529,6.288819573211669
1789315932043116500,1.199116455078125,4.802768530273437,-8.994716361999512,8.16587367477417
