seconds_elapsed,z,y,x
0.0,0.8094552651882171,1.3927625183880328,0.6530106117621064
0.01,0.536483356024605,-2.29842211315517,0.4662094371602551
0.02,2.369236095452091,-0.07183791755568891,0.6706114814025523
0.03,0.9249877001398955,-1.2973172290057695,-0.10792570306442034
0.04,0.2595299489342239,1.6398915775691634,0.13278538868593692
0.05,-0.643363748939853,1.8006905311464723,0.3065445502206435
0.06,-3.102801561371153,-2.058275210275855,0.5285414081079944
0.07,-1.3893054648763594,0.12997934835895225,1.782477389144589
0.08,-0.22696629240430216,-0.5333683054978855,1.8920565995763423
0.09,-0.23575439327201844,0.9614693268028116,1.4024597984682432
0.1,-0.1383505663455525,3.3416337693574882,0.6739835206154007
0.11,-1.4530631686170894,-0.40650932157162867,-0.2763106486275185
0.12,-0.7586049939845595,-0.9643985370281993,0.4467947227543281
0.13,0.30760953880584724,-4.297276214733609,1.374314729695407
0.14,1.583305247110261,1.506890737743375,2.9657839260538355
0.15,1.6243022696885538,2.61628668960301,1.6089145051439726
0.16,0.8582154751867361,1.1553429432994096,0.3014141803862468
0.17,0.3553105616636529,1.6267434904438416,0.10123096921127127
0.18,-3.3563844577751567,-2.3164070889453123,-0.5423402756057422
0.19,-2.270971897016612,-1.863421304667587,0.404116960714419
0.2,-0.246710026283318,1.5100442425127167,1.8163866416494479
0.21,2.472421511575036,1.9862389079114067,1.835280941237684
0.22,3.2690528898448674,1.7887508115459552,0.5189077769638811
0.23,2.448452954914273,0.8883446074063391,-1.7397032274368518
0.24,0.553753948375996,-0.5629314083026463,-3.0968708585753646
0.25,-1.3051225063106144,-1.061122434095252,-1.9750449314345944
0.26,-3.13808051781549,-0.41318475846233915,0.1855790360086816
0.27,-3.736198581443037,0.6707207356429957,1.672756196948908
0.28,-1.8512833414767722,1.7147726002094164,2.3206223617399413
0.29,-0.09644702266145191,1.383095532191425,1.901304898410246
0.3,1.6023410498935209,2.3212406555734324,0.4124657099985214
0.31,0.9628283606288186,1.8215992006053767,-1.5971487510833324
0.32,-0.3785981966774351,-2.670383355039174,-3.3450169573952193
0.33,0.038803688993139046,-1.8001142901361296,-1.513612909561074
0.34,1.0233561791582937,-3.959749477178884,0.8406568274059948
0.35,3.387649493248931,0.3031621101662848,2.981407367162294
0.36,2.888230643920149,1.1716570954627963,2.925609500107959
0.37,-2.0051403112576374,0.2368542446113787,0.6353451749450044
