seconds_elapsed,z,y,x
0.0,0.2400072664022445,0.4739952683448791,0.0945805683732032
0.01,-0.03783651282970631,0.4555672096439691,-0.259305798715089
0.02,-0.22215135424690025,-0.6491658198066284,-0.1788626418451116
0.03,-0.2658529330775194,-0.9792529539236015,0.17175652021327964
0.04,-0.026471776605170187,-0.0981219208800715,0.13937894778196058
0.05,0.384427217911926,0.23573452529398192,0.19014433977071546
0.06,0.4869651358252659,0.1009118360308812,0.07139203502035174
0.07,0.11482934601288815,-0.3832213068882458,0.5075264699570925
0.08,-0.14948462558193923,-0.3677261197127582,0.22052324960909842
0.09,-0.18296630822523477,0.4453096865844758,-0.28462380668953335
0.1,-0.14293535691327977,0.5242046448455002,-0.36895475116996224
0.11,-0.14693523847014167,0.542643458795662,-0.5666186740969199
0.12,-0.09578889022244512,0.10500926298285031,-0.21286990007153722
0.13,0.15436639568674393,-0.1759205225234642,-0.16426179737340174
0.14,0.2921787252522121,-0.2613027510326034,0.11440291633893858
0.15,0.22914896141378585,-0.28033222886298353,0.49965212279987997
0.16,0.001278388314243143,0.05965710824763274,0.6271851878180355
0.17,-0.25336904170284846,0.5658474942820779,0.45139168059731877
0.18,-0.31649988981044785,0.32912407101964186,0.20044308919980366
0.19,-0.2569235803422326,-0.25740517587146694,0.1908717830299632
0.2,0.0005853683292585117,-0.4658332866173055,-0.04281485276963131
0.21,0.3433981813732235,-0.34536740991021103,-0.2963453034254764
0.22,0.48767569046531745,0.07922630761660802,-0.6549554883907572
0.23,0.2436957043497888,0.1967236759647149,-0.5821631844609635
0.24,-0.11507617807353734,0.10312751308274992,-0.43977309109306334
0.25,-0.27986094299888564,0.20931561263328446,-0.4296627293202401
0.26,-0.23650363737106023,-0.37958602229176963,0.02731123666839547
0.27,-0.09660122639010521,-0.46288572129627653,0.555408643410288
0.28,0.13554983648647748,-0.16141778097916648,1.0312135316932152
0.29,0.4137679990063067,0.23127664776502962,0.8263306589999215
0.3,0.3643703890864322,0.48391368362950726,0.33546364432173065
0.31,0.023130714516249738,0.14289666203496865,-0.0023783965510239067
0.32,-0.2101437661963544,-0.2695674339706074,-0.5876337334146389
0.33,-0.22827831866836276,-0.5675890841560283,-0.4486047999919626
0.34,0.043594060988598034,0.006302161582020358,-0.5055454327486129
0.35,0.2684028994567831,0.7639818248633102,-0.18648537323090636
0.36,0.2996093122177699,1.1079897615252947,-0.07819765291300794
0.37,0.10607090733136353,0.5811585405209793,-0.21953456206918104
0.38,-0.20595336757704752,-0.3347260003388129,-0.12024304909313413
0.39,-0.2775012339777444,-0.5893988922216443,-0.09736555858044715
0.4,0.029955242789813975,-0.5082637432877352,0.165125864551398
0.41,0.3871202483750874,-0.11628565653135332,0.4659447415258971
0.42,0.4546099844189235,0.5673844134566655,0.38616175526564755
0.43,0.20927262640460542,0.8483649815134183,-0.01939012311217311
0.44,-0.17247071539009642,0.5270116900838763,-0.6190546243514526
0.45,-0.4945354770085464,-0.3108093911674244,-0.45054627159745847
0.46,-0.3790424437826151,-0.6986560455983204,-0.06215777011726978
0.47,0.09664708337906033,-0.0019452995313896193,0.17009105561957832
0.48,0.5044597778624347,1.265222703492575,0.09776808809846661
0.49,0.5546784995989069,1.376205337473504,-0.29466091236622344
0.5,0.10424943759726776,-0.02088900140150001,-0.05113948695780416
0.51,-0.35410453580991264,-0.8836701387908843,0.13916076327086338
0.52,-0.30438067918935785,-0.5971622358398538,0.21662061453494152
0.53,0.16893610889840685,0.5381154226135403,0.16720115074098493
0.54,0.6016691258837629,1.3338030860259171,-0.031907822616131606
0.55,0.5754536574738862,0.9383251256199643,-0.08333373566042243
0.56,0.1914749591198439,-0.026513069434907284,-0.031921748682357476
0.57,-0.01077688584191069,-0.9097782570814359,0.14408817154107048
0.58,0.16237813775548754,-0.37945970014463076,0.0917441243909482
0.59,0.41653450116097707,1.1763014932643197,-0.06696126094560517
0.6,0.43757526924355555,1.1397302591034,0.05277339268441949
0.61,0.1784571842020411,0.23649215616387717,0.3166045666267235
0.62,-0.012567132322254563,-0.5116160032253632,0.4301069030785159
0.63,0.09581723102509146,0.03552304794830815,0.09847725887706063
0.64,0.33350565987157155,1.2202873711951718,-0.4348451104252622
0.65,0.30313922526182685,0.5604045904022258,-0.4329644215741378
0.66,0.03999171762600657,-0.14430059192507902,-0.2172440880237989
0.67,-0.010416199848637,-0.5436910197241214,0.16478507673772183
0.68,0.16123232095067108,0.10576672326757888,0.26592091449176547
0.69,0.2185514030744597,0.6994809035099588,0.33428668842749165
0.7,0.0003922737601652614,0.5411474142250463,0.5162874466103776
0.71,-0.27849644372179916,0.31172298396093046,0.40965120303885333
0.72,-0.37010631110681613,0.07474215899121334,0.23642967096465192
0.73,-0.25786099977546484,0.23487834152073586,-0.06596887803441175
0.74,-0.03435368365711252,0.37143166173794734,-0.24511918504935357
0.75,0.13497557854019823,0.3258156911810216,-0.3457278796596429
0.76,0.08277046931863026,0.1987556557826511,-0.27986224980928676
0.77,-0.103143890726551,-0.017166630414950403,-0.06392180821688853
0.78,-0.2753590753012324,0.09173556290722275,0.025497390216921084
0.79,-0.4017559440595637,0.5784410015449868,0.07051599898068302
0.8,-0.3931599452718988,0.8292977598878458,-0.07475067910305301
0.81,-0.3207854247699912,0.33027950905794806,0.01961379049269486
0.82,-0.19267771521316943,-0.37876649618792796,0.25379910249667026
0.83,-0.0076748374834819605,-0.4440559280434103,0.21908441369985085
0.84,0.13804547555103575,-0.09077974676957737,0.07869856093205956
0.85,0.08684316950334214,-0.026853279103444566,0.2027991155630398
0.86,-0.17034966681096061,-0.05046619412440298,0.2948462262070013
0.87,-0.43721964435942745,0.12053275394418296,0.14819830783120952
0.88,-0.5317521202833353,0.387176824765317,-0.16246110003084524
0.89,-0.4541092833947267,0.4998414375717763,-0.5023514295443456
0.9,-0.3519034434389336,0.08776060751232637,-0.2614543857833777
0.91,-0.1775596832168093,-0.3700007498198774,0.0170100153606532
0.92,0.036696580818984054,-0.5174897175650935,0.1747288627817502
0.93,0.1724204371238899,-0.2540882097787254,0.06664041764397273
0.94,0.05951313381953602,0.07836309045151266,-0.04717839870704643
0.95,-0.23183518496688124,0.08078815518476755,-0.09634446990806442
0.96,-0.5651564197040306,-0.00043332773842659055,-0.029814600853159897
